#,اسم الفعالية,الجهة المسؤولة,وصف الفعالية,تاريخ البداية,تاريخ النهاية,عدد الأيام,التصنيف,النوع,المدينة,الفئة الفرعية,حالة الإضافة,التمويل,التواصل,فترة الإقامة,حالة التضمين,سبب الاستبعاد
,بطولة التنس للملوك الستة 2026,الهيئة العامة للترفيه,تجمع ستة من أفضل اللاعبين التنس في العالم ضمن منافسة استعراضية عالية المستوى.,"Wednesday, October 7, 2026","Saturday, October 10, 2026",,Marquee,ترفيه,الرياض,,أساس,لم تلغى,متواصلة,خلال التواريخ المحددة,تضمن,
,Extreme H World Cup,شركة القدية للاستثمار,ينطلق كأس العالم لسباقات سيارات الهيدروجين عام 2026 ويمثل الانتقال إلى الطاقة النظيفة مُستعرضاً أحدث تقنيات الهيدروجين في بيئة سباقات تنافسية ويُمثل سباق (Extreme H) التطور التالي لسباق (Extreme E) مُستندًا إلى إرثه العريق في السباقات ذات الأهداف الهادفة.,"Thursday, October 8, 2026","Sunday, October 11, 2026",,Tier 1,ترفيه,الرياض,,أساس,لم تلغى,متواصلة,خلال التواريخ المحددة,تضمن,
,حفل افتتاح موسم الرياض 26/27,الهيئة العامة للترفيه,حدث سنوي عالمي في الرياض يجمع العروض الحيّة والاستعراضات والألعاب النارية بمشاركة نجوم عالميين وعرب معلنًا انطلاق موسم مليء بالمفاجآت والفعاليات المتنوعة ليجعل الرياض وجهة ترفيهية عالمية.,"Saturday, October 10, 2026","Saturday, October 10, 2026",,Tier 1,ترفيه,الرياض,,أساس,لم تلغى,متواصلة,خلال التواريخ المحددة,تضمن,
,تفعيلات بوليفارد سيتي 2026/2027,الهيئة العامة للترفيه,مجمع ترفيهي ضخم في الرياض يضم مناطق متنوعة مثل  ميدان تايمز سكوير  تروكاديرو والمنطقة الثلجية بالإضافة إلى المطاعم والفعاليات الترفيهية والعروض حية وألعاب تفاعلية تناسب العائلات والشباب.,"Saturday, October 10, 2026","Thursday, December 31, 2026",,Tier 1,ترفيه,الرياض,,أساس,لم تلغى,متواصلة,خلال التواريخ المحددة,تضمن,
,تفعيلات بوليفارد وورلد 2026/2027,الهيئة العامة للترفيه,تجربة فريدة تستعرض ثقافات الدول من حول العالم مع عروض حيّة ومطاعم عالمية وأسواق تراثية وأنشطة ترفيهية مدهشة لكل العائلة اكتشف العالم دون مغادرة الرياض.,"Saturday, October 10, 2026","Thursday, December 31, 2026",,Tier 1,ترفيه,الرياض,,أساس,لم تلغى,متواصلة,خلال التواريخ المحددة,تضمن,
,المسرحيات العربية 2026/2027,الهيئة العامة للترفيه,تجربة فنية حية ومميزة تعرض أفضل الإنتاجات المسرحية العربية بمزيج من العروض المتنوعة التي تناسب جميع الأذواق لتمنح كل محب للمسرح تجربة ثقافية وترفيهية.,"Saturday, October 10, 2026","Thursday, December 31, 2026",,Tier 2,ترفيه,الرياض,,أساس,لم تلغى,متواصلة,خلال التواريخ المحددة,تضمن,
,حفلات عربية موسيقية 2026/2027,الهيئة العامة للترفيه,ليالي الحفلات العربية ذات الطابع الفريد فنيا لأبرز فنانين وفنانات العرب.,"Saturday, October 17, 2026","Thursday, December 31, 2026",,Tier 2,ترفيه,الرياض,,أساس,لم تلغى,غير متواصلة,خلال التواريخ المحددة,تضمن,
,كأس 654 ,أكاديمية مهد الرياضية ,بطولة ثلاثية بمشاركة ناديين بالإضافة إلى أكاديمية مهد الرياضية. ,"Tuesday, October 20, 2026","Saturday, October 24, 2026",,Tier 3,ترفيه,الرياض,,أساس,لم تلغى,متواصلة,خلال التواريخ المحددة,تحسب بدون تضمين,Tier 3
,معرض أنا عربية ,الهيئة العامة للترفيه,معرض أنا عربية هو فعالية سنوية تُقام منطقة فيا الرياض وتُعد منصة رائدة للإبداع العربي في مجالات الأزياء والمجوهرات والعطور والإكسسوارات تشارك فيه أكثر من 270 مصمم من 18 دولة عربية.,"Wednesday, October 28, 2026","Tuesday, November 3, 2026",,Tier 1,ترفيه,الرياض,,أساس,لم تلغى,متواصلة,خلال التواريخ المحددة,تضمن,
,Esports Nations Cup ,مؤسسة كأس العالم للرياضات الإلكترونية,"تعتبر أوّل بطولة من نوعها مخصصة لمنافسات منتخبات الرياضات الإلكترونية ضمن مجموعة واسعة من أشهر الألعاب العالمية، حيث سيتم تنظيم هذا الحدث العالمي المبتكر كل عامين ويتنافس خلاله أبرز لاعبي العالم كممثلين لمنتخبات أوطانهم ليرفعوا راياتها بكلّ فخر.","Sunday, November 1, 2026","Tuesday, November 3, 2026",,Marquee,ترفيه,الرياض,,أساس,لم تلغى,متواصلة,نوفمبر 2026م,تضمن,
,مساءات مشكاة ,مدينة الملك عبدالله للطاقة الذرية والمتجددة,"برنامج مساءات مشكاة الذي صمم خصيصاً للعائلة لتستمع بعلوم الطاقة بطريقة شيقة وثرية عن طريق عدد من البرامج التي تستهدف مختلف شرائح المجتمع، ويتميز البرنامج بأن لكل أمسية طابعاً خاصاً، حيث يُقدم كل مرة تحت عنوان أو ثيم مختلف يثري التجربة ويضيف لها بعداً جديداً.","Sunday, November 1, 2026","Tuesday, November 3, 2026",,Tier 3,ترفيه,الرياض,,أساس,لم تلغى,متواصلة,نوفمبر 2026م,تحسب بدون تضمين,Tier 3
,كأس وزارة الرياضة للهجن,الاتحاد السعودي للهجن,كأس وزارة الرياضة للهجن يقام بمشاركة نخبة من ملاك الهجن في السعودية والخليج والوطن العربي والعالم على ميدان الجنادرية للهجن.,"Sunday, November 1, 2026","Thursday, November 5, 2026",,Tier 1,ترفيه,الرياض,,أساس,لم تلغى,متواصلة,خلال التواريخ المحددة,تضمن,
,معسكر ورث,المعهد الملكي للفنون التقليديّة (وِرث) ,يهدف المعسكر لتعزيز الوعي بأهمية الحرف اليدوية والفنون التقليدية المختصة في مناطق المملكة من خلال عكس فنونه وإحيائها وإتاحة الفرص لرواد الحرفة من أبناء المنطقة بمشاركة إبداعهم وحرفتهم ويهدف إلى تفعيل تجربة تعليمية تساعد على تنمية المهارات الحسية وبناء الشخصية القيادية لعدد 50 مشارك من خلال عدة أنشطة تفاعلية لممارسة هذه الفنون.,"Sunday, November 1, 2026","Monday, November 30, 2026",,Tier 3,ترفيه,الرياض,,أساس,لم تلغى,متواصلة,خلال التواريخ المحددة,تحسب بدون تضمين,Tier 3
,حديقة السويدي,الهيئة العامة للترفيه,"تتحول حديقة السويدي إلى وجهة ثقافية نابضة بالحياة، حيث تعرض تجارب أسبوعية لثقافات متنوعة من دول آسيوية وأفريقية بما يشمل العروض الموسيقية والرقص الشعبي والأسواق الحرفية وأنشطة ترفيهية للأطفال والعائلات.","Sunday, November 1, 2026","Thursday, December 31, 2026",,Tier 1,ترفيه,الرياض,,أساس,لم تلغى,متواصلة,خلال التواريخ المحددة,تضمن,
,يوم العلم,الشركة السعودية للقهوة,يوم العلم,"Tuesday, November 3, 2026","Tuesday, November 3, 2026",,Tier 3,ترفيه,الرياض,,أساس,لم تلغى,متواصلة,خلال التواريخ المحددة,تحسب بدون تضمين,Tier 3
,كأس العالم للاستعراض الحر للدراجات الهوائية,وزارة الرياضة ,"استضافة كأس العالم للاستعراض الحر للدراجات الهوائية  وتجمع أقوى وأهم رياضيي الـ(بي إم إكس), حيث تعتبر إضافة إلى الرياضات الاستعراضية المختلفة.","Tuesday, November 3, 2026","Saturday, November 7, 2026",,Tier 1,ترفيه,الرياض,,أساس,لم تلغى,متواصلة,الربع الرابع 2026م,تضمن,
, WWE - Crown Jewel,الهيئة العامة للترفيه,"حدث مبهر ومميز لمصارعة WWE يجمع أبرز المصارعين العالميين في حلبة واحدة، تجربة ترفيهية استثنائية لعشاق المصارعة من جميع أنحاء العالم.","Friday, November 6, 2026","Friday, November 6, 2026",,Tier 1,ترفيه,الرياض,,أساس,لم تلغى,متواصلة,خلال التواريخ المحددة,تضمن,
,بطولة السنوكر,الهيئة العامة للترفيه,بطولة السنوكر في موسم الرياض هي أول بطولة احترافية من نوعها تُقام في السعودية جمعت نخبة من أفضل لاعبي السنوكر في العالم تقام داخل بوليفارد رياض سيتي وتشهد إضافة فريدة وهي الكرة الذهبية التي تُستخدم لرفع أعلى نقاط ممكنة في تاريخ اللعبة.,"Sunday, November 8, 2026","Tuesday, November 10, 2026",,Tier 1,ترفيه,الرياض,,أساس,لم تلغى,متواصلة,خلال التواريخ المحددة,تضمن,
,منتدى الحرف والفنون التقليدية,المعهد الملكي للفنون التقليديّة (وِرث) ,"منتدى يتم التركيز فيه على دمج البحث العلمي والنقل الثقافي والتجارب التفاعلية، ويستكشف المنتدى جوهر الفنون التقليدية السعودية.","Tuesday, November 10, 2026","Thursday, November 12, 2026",,Tier 3,ترفيه,الرياض,,أساس,لم تلغى,متواصلة,خلال التواريخ المحددة,تحسب بدون تضمين,Tier 3
,بطولة لونجين,وزارة الرياضة ,الجولة الختامية لبطولة على المستوى العالمي وتعد واحدة من أشهر البطولات لقفز الحواجز وتضم أفضل فرسان العالم وأشهر الجياد وتلاقي اهتماما كبيرا عالميا كونها الجولة الختامية من بين 15 جولة حول العالم.,"Wednesday, November 18, 2026","Saturday, November 21, 2026",,Tier 1,ترفيه,الرياض,,أساس,لم تلغى,متواصلة,الربع الرابع 2026م,تضمن,
,Gardelena Flowers Garden,الهيئة العامة للترفيه,تجربة ساحرة وسط حديقة غنّاء مليئة بأجمل تنسيقات الزهور والنباتات تمتزج فيها الطبيعة بالجمال والفن.,"Wednesday, November 18, 2026","Friday, November 27, 2026",,Tier 1,ترفيه,الرياض,,أساس,لم تلغى,متواصلة,خلال التواريخ المحددة,تضمن,
,نور الرياض  2026,الهيئة الملكية لمدينة الرياض ,"احتفال سنوي للضوء والفن على مستوى مدينة الرياض وعالمياً ويهدف إلى تحويل الرياض إلى معرض فني مفتوح ويُعد من أكبر برامج الفن العام والفن الضوئي التي تُنظم عالمياً, حيث يعزز نور الرياض الإبداع ويدعم المواهب من خلال أعمال فنية عالمية وسعودية في أنحاء مدينة الرياض.","Thursday, November 19, 2026","Sunday, December 6, 2026",,Tier 1,ترفيه,الرياض,,أساس,لم تلغى,متواصلة,خلال التواريخ المحددة,لن تضمن,غير مضمنة
,كأس نادي الصقور ,نادي الصقور السعودي,"تسليط الضوء والاحتفاء بموروث الصقارة وفعاليات الصقور بالتعاون مع إمارات المناطق الراغبة باستضافة كأس نادي الصقور ودعم المجتمع الاقتصادي وتنمية المجالات التنموية ودعم المجتمع المحلي ونشر ارث الصقارة.
","Monday, November 23, 2026","Monday, November 30, 2026",,Tier 1,ترفيه,سيتم تحديده لاحقاً,,أساس,لم تلغى,متواصلة,خلال التواريخ المحددة,لن تضمن,غير مضمنة
,تفعيلات حديقة الحيوانات,الهيئة العامة للترفيه,حديقة الحيوان الوطنية  تعد أكبر حديقة حيوان في السعودية تعرض أكثر من 1500 حيوان ينتمون إلى حوالي 190 نوعًا ضمن 6 مناطق متنوعة مثل المُنتزه وApe Escape وEnchanted Forest وتقدم أنشطة تفاعلية وتعليمية للعائلات والزوار .,"Wednesday, November 25, 2026","Thursday, December 31, 2026",,Tier 2,ترفيه,الرياض,,أساس,لم تلغى,متواصلة,خلال التواريخ المحددة,تضمن,
,Effie Awards MENA,الهيئة العامة للترفيه,حفل جوائز مرموق يكرم الإنجازات الاستثنائية في مجال التسويق والإعلان في منطقة الشرق الأوسط وشمال إفريقيا يجمع الحدث وكالات الإعلان والعلامات التجارية والمؤسسات الرائدة للاحتفاء بأكثر الحملات التسويقية تأثيرًا وابتكارًا والتي حققت نتائج ملموسة.,"Friday, November 27, 2026","Friday, November 27, 2026",,Tier 1,ترفيه,الرياض,,أساس,لم تلغى,متواصلة,خلال التواريخ المحددة,تضمن,
,اليوم العالمي للتطوع,مدينة الملك عبدالله للطاقة الذرية والمتجددة,تزامناً مع اليوم الدولي للتطوع يفتح مشكاة أبوابه للمتطوعين مع أهاليهم و أصدقائهم لتقديم تجربة مميزة لهم.,"Tuesday, December 1, 2026","Tuesday, December 1, 2026",,Tier 3,ترفيه,الرياض,,أساس,لم تلغى,متواصلة,ديسمبر 2026م,تحسب بدون تضمين,Tier 3
,مشكاة ,مدينة الملك عبدالله للطاقة الذرية والمتجددة,فعالية للاحتفاء بالبرامج والجديدة وتجربة الزائر المحدثة.,"Tuesday, December 1, 2026","Thursday, December 3, 2026",,Tier 3,ترفيه,الرياض,,أساس,لم تلغى,متواصلة,ديسمبر 2026م,تحسب بدون تضمين,Tier 3
,كأس الأولمبية للهجن,الاتحاد السعودي للهجن,كأس الأولمبية للهجن يقام بمشاركة نخبة من ملاك الهجن في السعودية والخليج والوطن العربي والعالم على ميدان الجنادرية للهجن.,"Tuesday, December 1, 2026","Saturday, December 5, 2026",,Tier 1,ترفيه,الرياض,,أساس,لم تلغى,متواصلة,خلال التواريخ المحددة,تضمن,
,اليوم العالمي للأشخاص ذوي الإعاقة,مدينة الملك عبدالله للطاقة الذرية والمتجددة,فعالية توعوية بالتزامن مع اليوم العالمي للأشخاص ذوي الإعاقة الثالث من ديسمبر بحيث يتم تسليط الضوء على منجزات المملكة هذا العام فيما يخص الأشخاص ذوي الإعاقة.,"Thursday, December 3, 2026","Thursday, December 3, 2026",,Tier 3,ترفيه,الرياض,,أساس,لم تلغى,متواصلة,ديسمبر 2026م,تحسب بدون تضمين,Tier 3
,Soundstorm,مدل بيست," أكبر مهرجان موسيقي في منطقة الشرق الأوسط، حيث يضم المهرجان أكثر من 200 من منسقي الأغاني والفنانين المحليين والدوليين عبر 8 مسارح ويجذب أكثر من 250,000 زائر سنويًا ويحظى المهرجان باهتمام إعلامي واسع على المستويين المحلي والعالمي.","Thursday, December 3, 2026","Friday, December 4, 2026",,Marquee,ترفيه,الرياض,,أساس,لم تلغى,متواصلة,خلال التواريخ المحددة,تضمن,
,نهائي بطولة الهواة للرياضات الإلكترونية,الاتحاد السعودي للرياضات الإلكترونية,بطولة كبرى تهدف إلى رفع مستوى الوعي بالرياضات الإلكترونية من خلال توفير فرص للطلاب والهواة المحلية للمنافسة وصقل مهاراتهم والمشاركة في بطولات الرياضات الإلكترونية.,"Thursday, December 3, 2026","Saturday, December 19, 2026",,Tier 2,ترفيه,الرياض,,أساس,لم تلغى,غير متواصلة,خلال التواريخ المحددة,تضمن,
,بطولة مهد الدولية,أكاديمية مهد الرياضية ,إقامة بطولة مهد الدولية للقارات بمشاركة عدد 5 أندية عالمية. ,"Monday, December 7, 2026","Monday, December 14, 2026",,Tier 3,ترفيه,الرياض,,أساس,لم تلغى,متواصلة,خلال التواريخ المحددة,تحسب بدون تضمين,Tier 3
,معرض ورث ,المعهد الملكي للفنون التقليديّة (وِرث) ,معرض ورث السنوي الختامي هو منصة يتجلى فيها الإبداع وتُروى عبرها حكايات الطلاب والطالبات والحرفيين الذين جمعوا بين أصالة التراث وروح المعاصرة ولا يعد معرضاً لعرض الأعمال فقط بل هو نموذج متكامل يُجسد كيف يمكن للمعهد أن يكون منصة تعليمية فنية إنتاجية وتوثيقية تُجدد علاقة المجتمع بالحرف وتفتح لها أفقاً معاصراً.,"Tuesday, December 15, 2026","Thursday, December 31, 2026",,Tier 3,ترفيه,الرياض,,أساس,لم تلغى,متواصلة,خلال التواريخ المحددة,تحسب بدون تضمين,Tier 3
,مهرجان الملك عبدالعزيز للصقور,نادي الصقور السعودي,مهرجان دولي يشهد مشاركة نخبة من ملاك الصقور في المملكة ومجلس التعاون لدول الخليج العربي ومختلف دول العالم ويتنافس خلاله الصقارين والملاك في مسابقات الملواح 400 متر ومسابقة مزاين الصقور.,"Friday, December 25, 2026","Sunday, January 10, 2027",,Tier 1,ترفيه,الرياض,,أساس,لم تلغى,متواصلة,خلال التواريخ المحددة,تضمن,
,برنامج خبير في حقوق الإنسان,هيئة حقوق الإنسان ,برنامج أكاديمي تنفذه الهيئة بالتعاون مع اليونيتار معهد التدريب التابع للأمم المتحدة ويستهدف منسوبي القطاع الحكومي والأهلي والخاص لتدريبهم في مجال حقوق الإنسان.,"Thursday, January 1, 2026","Wednesday, July 1, 2026",,Tier 2,أعمال ,الرياض,,أساس,لم تلغى,غير متواصلة,الربع الأول من عام 2026م,لن تضمن,غير مضمنة
,مؤتمر الحطام الفضائي,وكالة الفضاء السعودية,يهدف مؤتمر الحطام الفضائي (SDC 2026)  إلى مواصلة النقاشات المهمة والرؤى الاستراتيجية التي خرج بها المؤتمر في نسخته الأولى بما يعزز الجهود الدولية الرامية إلى معالجة التحديات المتزايدة المرتبطة بالحطام الفضائي.,"Monday, January 26, 2026","Tuesday, January 27, 2026",,Tier 1,أعمال ,الرياض,,أساس,لم تلغى,متواصلة,خلال التواريخ المحددة,تضمن,
,اليوم العالمي لمكافحة السمنة,الشركة الوطنية للشراء الموحد (نوبكو),تهدف هذه المبادرة إلى توعية الناس بأهمية الصحة من خلال تفعيل الأيام العالمية الصحية والاهتمام بها حيث يتم تفعيل مساحات مخصصة في الأماكن العامة مثل الحدائق والمراكز التجارية.,"Thursday, March 5, 2026","Friday, March 6, 2026",,Tier 3,أعمال ,الرياض ,,أساس,لم تلغى,متواصلة,خلال التواريخ المحددة,تحسب بدون تضمين,Tier 3
,يوم الصحة العالمي,الشركة الوطنية للشراء الموحد (نوبكو),تهدف هذه المبادرة إلى توعية الناس بأهمية الصحة من خلال تفعيل الأيام العالمية الصحية والاهتمام بها حيث يتم تفعيل مساحات مخصصة في الأماكن العامة مثل الحدائق والمراكز التجارية.,"Thursday, April 9, 2026","Friday, April 10, 2026",,Tier 3,أعمال ,الرياض ,,أساس,لم تلغى,متواصلة,خلال التواريخ المحددة,تحسب بدون تضمين,Tier 3
,اليوم العالمي للتبرع بالدم ,الشركة الوطنية للشراء الموحد (نوبكو),تهدف هذه المبادرة إلى توعية الناس بأهمية الصحة من خلال تفعيل الأيام العالمية الصحية والاهتمام بها حيث يتم تفعيل مساحات مخصصة في الأماكن العامة مثل الحدائق والمراكز التجارية.,"Monday, May 18, 2026","Tuesday, May 19, 2026",,Tier 3,أعمال ,الرياض ,,أساس,لم تلغى,متواصلة,خلال التواريخ المحددة,تحسب بدون تضمين,Tier 3
,حملة طرق متميزة آمنة,الهيئة العامة للطرق ,تهدف الحملات إلى رفع مستوى السلامة على الطرق وتعزيز الالتزام بمعايير الجودة والكفاءة في شبكة الطرق بما يسهم في تقليل الحوادث وحماية الأرواح وتحسين تجربة مستخدمي الطريق ودعم مستهدفات رؤية السعودية 2030 في قطاع النقل والطرق.,"Thursday, May 21, 2026","Thursday, May 21, 2026",,Tier 2,أعمال ,الرياض,,أساس,لم تلغى,متواصلة,خلال التواريخ المحددة,تضمن,
,اليوم العالمي لارتفاع ضغط الدم  ,الشركة الوطنية للشراء الموحد (نوبكو),تهدف هذه المبادرة إلى توعية الناس بأهمية الصحة من خلال تفعيل الأيام العالمية الصحية والاهتمام بها حيث يتم تفعيل مساحات مخصصة في الأماكن العامة مثل الحدائق والمراكز التجارية.,"Thursday, May 21, 2026","Friday, May 22, 2026",,Tier 3,أعمال ,الرياض ,,أساس,لم تلغى,متواصلة,خلال التواريخ المحددة,تحسب بدون تضمين,Tier 3
,معرض التنقل السعودي,الهيئة العامة للطرق ,حدث يضم أحدث الابتكارات والحلول والمنتجات للطرق والسكك الحديدية والنقل يستضيف أكثر من 7000 زائر وأكثر من 100 عارض وأكثر من 90 متحدثاً من أكثر من 30 دولة ويتضمن مؤتمر البنية التحتية للطرق الذي يغطي مواضيع أساسية مثل تطوير البنية التحتية الذكية وحلول النقل المستدامة والتخطيط والتصميم والابتكار.,"Thursday, October 1, 2026","Thursday, October 1, 2026",,Tier 1,أعمال ,الرياض,,أساس,لم تلغى,متواصلة,الربع الرابع 2026م,تضمن,
,منتدى طرق المستقبل,الهيئة العامة للطرق ,يهدف المنتدى إلى أن يكون منصة دولية تجمع القادة والخبراء لاستكشاف مستقبل الطرق في ظل التحولات البيئية والتقنية وسيناقش المؤتمر قضايا محورية مثل الطرق الخضراء ودور الذكاء الاصطناعي وإنترنت الأشياء في بناء منظومات مرورية أكثر كفاءة وأماناً إلى جانب استعراض أحدث الابتكارات في تصميم البنية التحتية الذكية وأتمتة التشغيل والصيانة.,"Thursday, October 1, 2026","Thursday, October 1, 2026",,Tier 2,أعمال ,الرياض,,أساس,لم تلغى,متواصلة,الربع الرابع 2026م,تضمن,
,مبادرة حق ثون,هيئة حقوق الإنسان ,مبادرة لتعزيز ثقافة حقوق الإنسان والوعي بها وترسيخ قيم الحقوق وابتكار أساليب جديدة لنشرها.,"Thursday, October 1, 2026","Thursday, October 1, 2026",,Tier 3,أعمال ,الرياض,,أساس,لم تلغى,متواصلة,الربع الرابع من عام 2026م,تحسب بدون تضمين,Tier 3
,اليوم العالمي للسكري ,الشركة الوطنية للشراء الموحد (نوبكو),تهدف هذه المبادرة إلى توعية الناس بأهمية الصحة من خلال تفعيل الأيام العالمية الصحية والاهتمام بها حيث يتم تفعيل مساحات مخصصة في الأماكن العامة مثل الحدائق والمراكز التجارية.,"Saturday, November 14, 2026","Saturday, November 14, 2026",,Tier 3,أعمال ,الرياض ,,أساس,لم تلغى,متواصلة,خلال التواريخ المحددة,تحسب بدون تضمين,Tier 3
,يوم التأسيس ,المديرية العامة لحرس الحدود,الاحتفاء بيوم التأسيس السعودي,"Saturday, February 22, 2025","Saturday, February 22, 2025",,Tier 3,وطنية,الرياض,,أساس,لم تلغى,متواصلة,خلال التواريخ المحددة,لن تضمن,خارج نطاق 2026
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
